-0.724, 0.638, 1.873,0.000337,0.000370,0.584, 0.628, -2.221,0.000085,0.000092
-0.724, 0.638, 1.874,0.000396,0.000435,0.584, 0.628, -2.221,0.000096,0.000113
-0.724, 0.638, 1.873,0.000435,0.000467,0.584, 0.628, -2.221,0.000084,0.000095
-2.779, 0.636, 2.258,0.000491,0.000547,2.630, 0.635, -2.629,0.000078,0.000085
-2.169, 0.639, 2.261,0.000414,0.000446,2.020, 0.636, -2.623,0.000082,0.000090
-1.567, 0.640, 2.258,0.000455,0.000497,1.420, 0.635, -2.621,0.000114,0.000122
-0.964, 0.639, 2.270,0.000397,0.000433,0.816, 0.631, -2.621,0.000065,0.000069
-0.369, 0.643, 2.282,0.000405,0.000440,0.228, 0.634, -2.621,0.000090,0.000103
0.237, 0.640, 2.303,0.000453,0.000480,-0.378, 0.636, -2.633,0.000093,0.000102
0.844, 0.640, 2.302,0.000404,0.000425,-0.981, 0.635, -2.625,0.000106,0.000117
1.462, 0.637, 2.310,0.000351,0.000389,-1.599, 0.636, -2.617,0.000230,0.000276
2.052, 0.635, 2.300,0.000510,0.000551,-2.185, 0.634, -2.603,0.000102,0.000110
2.657, 0.634, 2.340,0.000529,0.000564,-2.782, 0.634, -2.643,0.000140,0.000149
2.502, 0.634, 1.724,0.000500,0.000542,-2.614, 0.632, -2.015,0.000078,0.000084
2.528, 0.637, 1.132,0.000352,0.000385,-2.648, 0.632, -1.429,0.000134,0.000145
2.511, 0.640, 0.524,0.000490,0.000542,-2.619, 0.636, -0.826,0.000074,0.000083
2.545, 0.641, -0.070,0.000450,0.000504,-2.638, 0.636, -0.232,0.000094,0.000103
2.548, 0.641, -0.630,0.000561,0.000603,-2.639, 0.636, 0.322,0.000109,0.000114
2.517, 0.639, -1.290,0.000502,0.000546,-2.601, 0.634, 0.975,0.000109,0.000117
2.527, 0.637, -1.904,0.000582,0.000622,-2.594, 0.636, 1.588,0.000313,0.000416
1.947, 0.642, -1.757,0.000434,0.000473,-2.002, 0.638, 1.431,0.000111,0.000122
1.351, 0.638, -1.756,0.000413,0.000450,-1.419, 0.636, 1.423,0.000097,0.000105
0.751, 0.638, -1.771,0.000447,0.000479,-0.815, 0.633, 1.430,0.000100,0.000110
0.160, 0.643, -1.762,0.000306,0.000330,-0.237, 0.635, 1.420,0.000121,0.000130
-0.468, 0.643, -1.770,0.000355,0.000385,0.385, 0.636, 1.424,0.000087,0.000093
-1.069, 0.639, -1.779,0.000316,0.000334,0.982, 0.635, 1.423,0.000091,0.000098
-1.668, 0.642, -1.781,0.000359,0.000391,1.578, 0.634, 1.415,0.000079,0.000086
-2.267, 0.649, -1.810,0.000404,0.000441,2.174, 0.638, 1.429,0.000102,0.000111
-2.894, 0.649, -1.716,0.000544,0.000602,2.781, 0.639, 1.319,0.000091,0.000099
-2.724, 0.645, -1.220,0.000567,0.000630,2.620, 0.637, 0.822,0.000108,0.000117
-2.742, 0.642, -0.621,0.000567,0.000620,2.628, 0.637, 0.224,0.000101,0.000111
-2.752, 0.645, -0.018,0.000465,0.000510,2.636, 0.639, -0.376,0.000086,0.000092
-2.746, 0.640, 0.608,0.000430,0.000459,2.634, 0.629, -0.984,0.000086,0.000092
-2.752, 0.634, 1.209,0.000436,0.000477,2.625, 0.631, -1.588,0.000072,0.000080
-2.780, 0.637, 1.802,0.000506,0.000554,2.644, 0.637, -2.183,0.000091,0.000100
-2.158, 0.638, 1.659,0.000426,0.000460,2.020, 0.633, -2.028,0.000127,0.000142
-1.552, 0.639, 1.657,0.000451,0.000504,1.418, 0.635, -2.013,0.000093,0.000099
-0.955, 0.637, 1.665,0.000295,0.000330,0.815, 0.630, -2.015,0.000073,0.000079
-0.361, 0.644, 1.677,0.000286,0.000309,0.227, 0.635, -2.016,0.000095,0.000104
0.256, 0.641, 1.680,0.000375,0.000397,-0.388, 0.636, -2.012,0.000118,0.000127
0.859, 0.639, 1.694,0.000378,0.000430,-0.989, 0.632, -2.020,0.000086,0.000094
1.460, 0.636, 1.701,0.000336,0.000363,-1.582, 0.632, -2.025,0.000184,0.000211
2.068, 0.636, 1.718,0.000409,0.000445,-2.187, 0.630, -2.028,0.000099,0.000110
1.893, 0.637, 1.133,0.000471,0.000506,-2.013, 0.634, -1.440,0.000090,0.000099
1.954, 0.641, 0.516,0.000417,0.000446,-2.064, 0.637, -0.823,0.000101,0.000112
1.939, 0.642, -0.084,0.000503,0.000561,-2.039, 0.633, -0.223,0.000112,0.000121
1.945, 0.637, -0.708,0.000448,0.000480,-2.030, 0.632, 0.391,0.000081,0.000089
1.939, 0.638, -1.283,0.000324,0.000346,-2.018, 0.633, 0.960,0.000088,0.000098
1.345, 0.637, -1.158,0.000313,0.000340,-1.420, 0.631, 0.827,0.000092,0.000100
0.758, 0.638, -1.165,0.000331,0.000359,-0.834, 0.634, 0.829,0.000121,0.000131
0.153, 0.642, -1.141,0.000372,0.000399,-0.235, 0.631, 0.802,0.000120,0.000129
-0.462, 0.642, -1.158,0.000366,0.000402,0.366, 0.637, 0.810,0.000149,0.000165
-1.066, 0.639, -1.155,0.000312,0.000337,0.973, 0.632, 0.798,0.000132,0.000144
-1.668, 0.639, -1.175,0.000333,0.000379,1.570, 0.632, 0.807,0.000229,0.000251
-2.278, 0.643, -1.190,0.000599,0.000654,2.178, 0.638, 0.810,0.000094,0.000101
-2.140, 0.639, -0.594,0.000427,0.000467,2.041, 0.634, 0.212,0.000104,0.000114
-2.136, 0.643, 0.007,0.000382,0.000421,2.026, 0.635, -0.382,0.000141,0.000151
-2.121, 0.641, 0.624,0.000438,0.000476,2.002, 0.635, -0.990,0.000084,0.000092
-2.158, 0.638, 1.202,0.000414,0.000444,2.034, 0.631, -1.572,0.000109,0.000119
-1.567, 0.642, 1.068,0.000283,0.000309,1.440, 0.629, -1.419,0.000136,0.000148
-0.940, 0.639, 1.065,0.000411,0.000445,0.822, 0.636, -1.408,0.000108,0.000115
-0.369, 0.643, 1.067,0.000435,0.000460,0.244, 0.635, -1.411,0.000145,0.000157
0.261, 0.640, 1.087,0.000341,0.000363,-0.382, 0.631, -1.426,0.000150,0.000164
0.863, 0.640, 1.104,0.000363,0.000391,-0.985, 0.630, -1.431,0.000127,0.000139
1.482, 0.639, 1.100,0.000432,0.000471,-1.596, 0.635, -1.421,0.000134,0.000144
1.313, 0.643, 0.522,0.000398,0.000424,-1.423, 0.636, -0.841,0.000137,0.000151
1.338, 0.642, -0.099,0.000349,0.000389,-1.445, 0.637, -0.216,0.000118,0.000129
1.327, 0.640, -0.687,0.000375,0.000399,-1.419, 0.633, 0.372,0.000105,0.000120
0.747, 0.642, -0.551,0.000351,0.000392,-0.831, 0.634, 0.225,0.000163,0.000175
0.747, 0.642, -0.551,0.000306,0.000327,-0.831, 0.633, 0.225,0.000162,0.000177
0.119, 0.645, -0.518,0.000327,0.000350,-0.206, 0.633, 0.186,0.000187,0.000208
-0.489, 0.643, -0.573,0.000321,0.000344,0.396, 0.634, 0.219,0.000133,0.000149
-1.075, 0.641, -0.606,0.000299,0.000316,0.972, 0.634, 0.240,0.000071,0.000077
-1.691, 0.640, -0.611,0.000432,0.000461,1.589, 0.633, 0.248,0.000133,0.000147
-1.533, 0.646, 0.014,0.000426,0.000476,1.423, 0.635, -0.377,0.000116,0.000128
-1.551, 0.643, 0.632,0.000360,0.000386,1.431, 0.634, -0.994,0.000095,0.000100
-0.941, 0.646, 0.494,0.000319,0.000353,0.829, 0.638, -0.841,0.000079,0.000085
-0.333, 0.648, 0.533,0.000380,0.000407,0.213, 0.639, -0.872,0.000113,0.000126
0.275, 0.645, 0.491,0.000286,0.000310,-0.385, 0.632, -0.828,0.000169,0.000184
0.878, 0.644, 0.512,0.000320,0.000340,-0.989, 0.632, -0.845,0.000128,0.000140
0.721, 0.645, -0.096,0.000447,0.000479,-0.824, 0.638, -0.227,0.000108,0.000120
0.127, 0.646, 0.042,0.000393,0.000429,-0.224, 0.632, -0.366,0.000140,0.000156
-0.483, 0.646, 0.043,0.000344,0.000377,0.382, 0.638, -0.377,0.000120,0.000128
-1.080, 0.648, -0.001,0.000300,0.000334,0.978, 0.639, -0.342,0.000115,0.000124
